Unnamed: 0,id,name,comment,rating,review_date,sentiment
3779,3780,Javier Navarro,atención de los monitores top grandes instalaciones y servicios muy recomendable,5,Hace 9 meses,good
3780,3781,Alvaro Hernandez Serrano,fantástica experiencia! las instalaciones las máquinas el ambiente todo perfecto pero sobre todo el staff! especialmente eloi super dispuesto a ayudar con todo y siempre con la sonrisa puesta!,5,Hace 2 años,good
3781,3782,Ofelia Marin,las instalaciones fantásticas pero lo mejor es lucia súper solvente rápida eficaz y con una sonrisa siempre te te alegra el día un 10!!,5,Hace un año,good
3782,3783,Jose Tiamo,la chica que me atendió lucia muy amable y atenta en todo un gusto y el gimnasio muy bueno todas las maquinas,5,Hace un año,good
3783,3784,BastianGD,muy buen gimnasio super completo para pesas calistenia etc la chica de recepción lucía muy amable y dispuesta a ayudarte en todo lo que necesites,5,Hace un año,good
3784,3785,Carlos Bidrogo,almudena maravillosa! el gym deja un poco que desear pero la energía con la que te reciben es maravillosa,3,Hace un año,good
3785,3786,Virna Geraldine Coral,simplemente fatal quisiera agradecer por favor borrarme de su base de datos y dejar de enviarme mensajes de matrículas gratis que eso es totalmente una estafa así que por favor dejar en paz a quienes afortunadamente ya no formamos parte de este engaño,1,Hace un año,bad
3786,3787,The_Hard Men_Path,muy masificado y desordenado mucha gente con trípode y cámara paseando palmito y ocupando máquinas y espacios de 4 en 4,2,Hace 8 meses,bad
3787,3788,Sofia Baraldi,muy buen trato de lucia en recepción me supo ayudar con inconvenientes que tenía y explicarme todas las dudas gracias lucia !,5,Hace un año,good
3788,3789,María del H M,buen gimnasio todo lo necesario para entrenar en recepción son muy amables lucía fue muy atenta,5,Hace un año,good
3789,3790,Be super strength,una vergüenza la cantidad de gente que hay a todas horas da igual cuando vengas a los dueños de este gym sólo les importa el dinero y no controlan el aforo hasta los empleados se quejan de la masificación de gente que hay,1,Hace 2 años,bad
3790,3791,Luis Zabaleta,el sitio al principio bien pero ahora tan lleno de gente que no puedes hacer nada al parecer no han puesto foro y no paran de meter a más gente para dos maquinas estuve 30 minutos esperando eso sí las maquinas genial y el sitio genial,2,Hace 2 años,bad
3791,3792,Laura Daniela Sánchez Malaver,mejor gimnasio de la zona el horario súper amplio hay que intentar no ir a la hora punta las máquinas technogym una gozada lucía en recepción súper maja!,4,Hace un año,good
3792,3793,Alejandro Cuenca Castillejo,muy buen equipamiento para entrenar y trato lo único que cambiaría es que las taquillas fueran con seguridad magnética y no candados,4,Hace un año,good
3793,3794,Laura de Santa Ana Aguiar,la atención al cliente de este gimnasio es genial! disponibles para ayudarte en cualqueir cuestión con la mejor actitud!,5,Hace un año,good
3794,3795,Stefano Vignolo,hoy me atendió sebas goce de un excelente servicio me explicó cómo funciona todo el centro de entrenamiento y no dejó lugar a dudas,5,Hace un año,good
3795,3796,Mery,es bastante grande y tiene algunas máquinas que otros fitness park no tienen como la prensa de piernas que va sin discos marcas el peso en la máquina para hacer femoral acostado etc,5,Hace un año,good
3796,3797,Rosanna Chacin,excelente atención de valentina muy simpática y nos explicó todo al detalle el gimnasio tiene muy buenas instalaciones,5,Hace un año,good
3797,3798,Manuel Echevarría Vázquez,gran centro deportivo instalaciones totalmente nuevas grandes espacios para clases colectivas y sala de musculación personal muy amable y atento en todo momento te ofrecen ayuda o aclaran tus dudas muy recomendable,5,Hace 2 años,good
3798,3799,Ignacio Sosa,jhonatan del equipo de aquí me ha parecido majisimo,5,Hace 7 meses,good
3799,3800,Gabriel Casado Gordillo,buen trato gimnasio recogido y el personal de sala muy amable ayudando en todo lo que podía,5,Hace un año,good
3800,3801,Nick Parsons Castillo,muy buen lugar las máquinas funcionan perfecto muy limpio agradable ambiente y buen recibimiento de parte de lucia!,5,Hace un año,good
3801,3802,Eric Rodríguez,gym impecable y la atención de todo el staff en concreto juancho inmejorable!!,5,Fecha de edición: Hace 9 meses,good
3802,3803,Cárlos Gil,el calor es insoportable y no controlan el aforo,1,Hace 4 meses,bad
3803,3804,Mihnea Matei,jonathan muy majete,5,Hace 2 semanas,good
3804,3805,Alejandra Avendaño Rojas,super guay encantada con mónica y las instalaciones recomendadisimo a tope el único gym que se ajusta a mi horario graciaass,5,Hace un año,good
3805,3806,Andrea B.,excelente experiencia la atención de darío durante nuestra inscripción fue fantástica las instalaciones muy limpias y nuevas,5,Hace un año,good
3806,3807,Edan Crees,tienes que ir a las 6 de la mañana si no hay manera de entrenar con tanta gente y cada vez es peor una pena que no haya otra opción que se abra temprano en esta zona,1,Hace un año,bad
3807,3808,carol _046,me ha encantado el servicio al cliente por parte de lucía ha sido bastante rápido,5,Hace un año,good
3808,3809,Gonzalo,excelente gym! es muy grande y con muchas maquinas variadas se puede entrenar muy bien y la atención del personal es genial,5,Hace un año,good
3809,3810,MELTED Cr,lucio excelente servicio,5,Hace 3 meses,good
3810,3811,Carlos Arroba Arias,me atendió lucia y fue increíble da gusto tener personal así contratado,5,Hace un año,good
3811,3812,jennifer presilla,la chica lucía de recepción siempre amable y a la disposición de ayudarte con todo siempre recurrir a ella,5,Hace un año,good
3812,3813,yolanda carrasquero,muy buena atención de manu,5,Hace 6 meses,good
3813,3814,Monilesis Lesismania,fui a probar el otro día y las instalaciones son una pasada material maquinas funcionamiento del gimnasio mantenimiento etc igualmente el personal un gusto tratar con ellos 5 estrellas para ellos,5,Hace 2 años,good
3814,3815,Diego S.,de todos los fitness park en los que he estado éste es el más deteriorado desordenado desatendido y masificado,2,Hace 7 meses,bad
3815,3816,Leticia Bracht,estoy de visita en este gimnasio porque entreno en el plaza rio y que majo es el de la recepción sebastián gracias por atendernos tan bien a mi y mis amigas un 10 para él …,5,Hace un año,good
3816,3817,Emiliano,la señorita lucia me atendio con plena amabilidad y dulzura recomiendo al 100 este gimnasio,5,Hace un año,good
3817,3818,Fabiola Dapena,me ha atendido lucia y ha sido amable eficiente todo fácil y agradable,5,Hace un año,good
3818,3819,jefferson Cardenas,excelente la atención de lucia juancho y darío… todo me quedé claro y aparte excelente energía,5,Hace un año,good
3819,3820,Rufoel Guty,muy bien el trato valentina nos explicó todo muy bien y nos quedó claro todas las cosas del gim,5,Hace un año,good
3820,3821,Irving Villalobos,muy buena atención de parte de mónica y almudena es bueno venir a un lugar y que te traten con la mejor actitud posible nunca cambien,5,Hace un año,good
3821,3822,Chirstian Gavilanes Abad,encantado con el personal inscripción un poco despacio por cosas externas pero lo demas muy bien,5,Hace un año,good
3822,3823,Osmar JHR,muy atentos y prestos a cualquier duda qué tenga en cuanto a instalaciones muy bien en comparación a otros gym,5,Hace un año,good
3823,3824,Alexandra Ballester Pasqualitti,yus la mejor muchas gracias!!…,5,Hace 4 meses,good
3824,3825,Martin Fuentes,me matriculé en noviembre 2021 y casi 1 año me han dicho que abrían en diciembre 2021 luego que en enero 2022 luego la apertura era en primavera y así han pasado ya caai 10 meses y mientras tienen en su poder los 30euros de matrícula,1,Hace 3 años,bad
3825,3826,Lady Marcela Castro,buena atención por parte del gym maquinas buenas el recepcionista juancho explica muy bien cualquier inquietud muy buena atención,5,Hace un año,good
3826,3827,Ivonne Tapia,estafadores mi hermana se dió de baja hace un año del gimnasio estaba cerrado dos años y le está cobrando algo que ni ha pisado lo comunicó por email al mismo tiempo que yo a mi me dan de baja y a ella no lo comunico hace mas de un año !!! estafadores!!! os voy a poner una hoja de reclamación le habeis cobrado 105 una denuncia a facua y le dicen que no vale por email la comunicación cuando en vuestro contrato lo pone y yo lo hice me dieron de baja el gimnasio dos años cerrados vergüenza,1,Fecha de edición: Hace 2 años,bad
3827,3828,miguel moralejo vazquez,gran trabajo de almudena enseñandome las instalaciones me apuntare sin duda,5,Hace un año,good
3828,3829,Juanan Quirós,cuando lo abran opinaremos me he apuntado hace poco pero está claro que para marzo no va a estar trabajo allí y no se ve ningún movimiento de obras ya veremos,2,Hace 3 años,bad
3829,3830,alexcor,la gestión por parte de raquel para matricularme ha sido muy satisfactoria ¡¡con ganas de empezar en este nuevo gimnasio lo antes posible!!,5,Hace 2 años,good
3830,3831,Alejandra Gonzalez Casanova,me han ayudado muy bien lo chicos de fitness park me han enseñado todo el gimnasio y me han recomendado bastante bien muy agradables valentina y juancho unos encantos!!!,5,Hace un año,good
3831,3832,Mamadou Diop,me gustaría darle las gracias a la maravillosa mónica por su ayuda y de hacer su trabajo tan profesional y con una energía muy positiva se lo agradezcoeres una y gracias de nuevo …,5,Hace un año,good
3832,3833,Ronald Eduardo Pires Valero,excelente gymnasio buenas instalaciones y gran atención especialmente lucia muy colaboradora y atenta!,5,Hace un año,good
3833,3834,Kat Firesnake,un gimnasio genial con un equipo de staff excelente muchas gracias sebastián por tu buen servicio y amabilidad,5,Hace un año,good
3834,3835,Alberto,excelente atención en el gimnasio destacando la ayuda profesional y amable de juancho dueñas altamente recomendado,5,Hace un año,good
3835,3836,Carmen Calonge de la Hoz,marcos me ha atendido muy bien ha solucionado el problema y ha sido muy amable,5,Fecha de edición: Hace 8 meses,good
3836,3837,Jhorman Moreno,definitivamente esto es una tomadura de pelo llevo inscrito desde el año pasado noviembre pagué la reserva del gimnasio porque iban a abrir en diciembre estamos en junio esto es seis meses después de la fecha prevista y seguimos sin saber nada solo mentiras días tras días sois unos sinvergüenzas,1,Hace 3 años,bad
3837,3838,Adri Ortiz,increibles instalaciones una pena la larga espera por inconvenientes pero es un placer poder entrenar en un sitio así sólo queda que el gimnasio permanezca ordenado muy recomendable!…,5,Hace 2 años,good
3838,3839,María Inés Codejon Castilla,la verdad que está bastante bien el gimnasio tiene todo tipo de maquinaria que van bastante bien en general me parece un buen gimnasio,5,Fecha de edición: Hace un año,good
3839,3840,Victor Pinillo,muy buen ambiente pero les recomiendo ir antes de las 20hrs porque suele haber demasiadas personas después de las 20 hrs,4,Hace un año,good
3840,3841,Leomar Roa,almudena me atendió super bien y bastante buenas las maquinas,5,Hace un año,good
3841,3842,Carlos B,estupendo gimnasio para entrenar muy buen ambiente gracias a darío por esa magnifica bienvenida,5,Hace un año,good
3842,3843,juan antonio prieto cuenca,increíbles instalaciones ha valido la pena la espera muchas actividades y un sinfín de clases el personal alucinante en especial raquel que fue muy atenta y servicial lo recomendaremos muchas gracias,5,Hace 2 años,good
3843,3844,Claudia Guerra Martín,la chica en recepción ion fue súper amable y lo hizo todo fácil,5,Hace un año,good
3844,3845,John Mena,gimnasio muy completo para cumplir cualquier objetivo físico además de un personal muy amable con el que poder contar en todo momento para cualquier consulta,5,Hace un año,good
3845,3846,Blanca Capote,excelente el staff de recepción sebastián un chico muy atento y resolutivo con referencia toda las dudas surgidas ¡ gracias sebas!,5,Hace un año,good
3846,3847,Edgar Parra,un gimnasio con un buen personal tanto lucia como mónica siempre están atentas del gimansio y de la gente porsupuesto espero siga así gracias,5,Fecha de edición: Hace un año,good
3847,3848,Diego,es una vergüenza de gimnasio mienten a los clientes diciendoles que van a abrir pronto y todavía no tienen ninguna licencia de apertura solamente les interesa engañar a la gente para que se apunten y ganar dinero pero este gimnasio no se va a abrir hasta el próximo año como mínimo,1,Hace 3 años,bad
3848,3849,Alejandro González Chueco,muy maja lucia la chica de recepción super atenta y está pendiente de todo sin duda recomiendo el sitio!!!!,5,Hace un año,good
3849,3850,Juan Moreno,muy buena atención y servicio y tiene muchas variedades de máquinas que pueden cumplir con sus expectativas,5,Hace un año,good
3850,3851,Dario Missaghian,una vez te matriculas pone que tienes 14 días para desistir del contrato sin ninguna penalización ¿eso significa que nos devolvéis los 30€ de matrícula? y obviamente ¿no nos cobráis nada alternativo no?,1,Hace 3 años,bad
3851,3852,miguel angel,fui a pedir información y al final termine apuntandome por la excelente forma que tenía para vender lucia 10 10,5,Hace un año,good
3852,3853,Yasmin E.M.,buena atención y presentación del gimnasio,5,Hace 3 meses,good
3853,3854,Miguel Angel,muy buena atención el chico de la recepción muy majo y muy amable las instalaciones están bastante bien y muy bien equipado el gimnasio,5,Hace un año,good
3854,3855,Manuel Alejandro Arias Juarez,no me lo esperaba así así de lleno les ha dado por apuntarse mucha gente y no dejan que la gente se cambie los nuevos pueden darse de baja en las 2ªs semanas,1,Hace 2 años,bad
3855,3856,Gema Toribio,ha merecido la pena esperar gimnasio a estrenar maquinaria top y el personal de recepción no puede ser más amable y atento lo recomiendo sin duda!,5,Hace 2 años,good
3856,3857,DARLING DAHIANA HERNANDEZ SUAREZ,todo el equipo del staff súper buena atención respondieron todas las dudas e inquietudes que tuve en especial valentina y lucia,5,Hace un año,good
3857,3858,Aleex33,el servicio una basura y las maquinas no son nada del otro mundo aparte de que siempre está lleno y hay problemas con el aforo pero al parecer a esta gente no les importa y siguen regalando matrículas echadme por favor,1,Fecha de edición: Hace un año,bad
3858,3859,Adolfo Vega Buendia,los chicos y chica de recepción son muy simpáticos todos y las instalaciones son geniales tienen de todo!,5,Hace 10 meses,good
3859,3860,Veronica Egoavil,muy buena atención máquinas muy buenas y en general esta súper bien !,5,Hace un año,good
3860,3861,Marcelo Pinto Fernando,buen gimnasio muy buenas instalaciones gente recepcionista muy maja con ascensor incluido y un largo etcétera positivo,5,Hace un año,good
3861,3862,Ana Heredero Blanco,me apunte con la idea de empezar en octubre llamé y me dijeron que tenían algún problema con las licencias y que se retrasaba a diciembre o enero llegado enero lo retrasaron otra vez para marzo les contacte por instagram hace unos días y me dijeron que seguían con problemas con las licencias y que todavía no hay fecha estimada si hubiesen avisado con antelación no habría cogido la oferta con la que tienes un año de permanencia,1,Hace 3 años,bad
3862,3863,Mateo García (MIJIN),me encanta entrenar ahí! almudena nos atendió súper ! …,5,Hace un año,good
3863,3864,Gaspar Goitia,mónica es una persona resiliente que desprende energía positiva y es práctica además es una mujer hermosa,5,Hace un año,good
3864,3865,Mireya Rangel,estoy apuntada en el gimnasio ya casi un año y he ido a visitar este nuevo gym y está muy bien la chica de recepción raquel súper amable las instalaciones están muy bien adelante con ello chicos,5,Hace 2 años,good
3865,3866,Javier Cabau Sanz,es un gimnasio que está bastante bien las instalciones así como el material para entrenar es correcto el personal que trabaja es de un diez pero hay un inconveniente que no hay monitores en las salas sobre todo para corregir a los que no hacemos y conocemos bien las máquinas y ejercicios,4,Hace 2 años,good
3866,3867,Mariano Gonzalez,buen buen trato al cliente por parte del equipo de fitness park en especial lucia un gusto venir a entrenar aquí,5,Hace un año,good
3867,3868,Mark Díaz,felipe y alberto muy amables educados y hacen muy bien su trabajo mazo buen rollo,5,Hace un año,good
3868,3869,adrian vilariño fernandez,un gimnasio muy bien relación calidad precio y lucia la chica de recepción súper maja y una chica súper guay,5,Hace un año,good
3869,3870,Belkis Andrade,marcos excelente muchas gracias por atendernos excelente profesional!,5,Hace 9 meses,good
3870,3871,Marcos Redondo,buenas! me podrían decir los rangos de hora con menos gente? me quiero apuntar pero me da miedo que esté muy lleno muchas gracias!,5,Hace 2 años,good
3871,3872,Leo Caceres,ir a entrenar a este centro esta totalmente imposible ya que los espacios ahora mismo están muy estrechos y en obras aparte de esto ahi unos horarios que es imposible entrenar de los más caóticos que eh ido a comparación de otros centros,3,Hace un año,good
3872,3873,Jesús María Díez Gómez,muy buen trato por parte de recepción y me han hablado muy bien del sitio con ganas de empezar!,5,Hace un año,good
3873,3874,Jose Cedeño,las instalaciones y maquinas sin súper nuevas el perosnal de recepción atienden muy bien pero en cuanto al orden dentro del las instalaciones es un caos falta perosnal que este pendiente de que los usuarios dejen las cosas dónde van,3,Hace 2 años,good
3874,3875,ivan san zam,mi experiencia negativa 4 duchas y cola de espera de 30min,1,Hace un año,bad
3875,3876,Cristhian :3,buena impresión la señorita muy amable y espero desafiarme ami mismo y ponerme en buena forma,5,Hace un año,good
3876,3877,Franz Antonio Cayo Poma,muy buena experiencia con almudena nos ha echado un cable con todas las consultas,5,Hace un año,good
3877,3878,Teresa Velazco,el mejor gym de madrid solo por la atención que me dan hay me hacen sentir en casa gracias sebastián por siempre estar atento a los clientes…,5,Hace un año,good
3878,3879,pablo Rubio blanco,he tenido un contratiempo y me facilitó congelar el pago de este mes en vez de darme de baja muchas gracias,5,Hace un año,good
3879,3880,Tania Diez,sitio genial para entrenar y lucía es de lo mejor del gym muy atenta y te atiende muy bien,5,Hace un año,good
3880,3881,Nikolle Jimenez,fitness park muy bueno! y valentina la chica que me atendió es super amable y simpática! estoy muy satisfecha,5,Hace un año,good
3881,3882,Jose Fajardo,marcos 100 puntos de atención en recepción y instalaciones todo top,5,Hace 7 meses,good
3882,3883,Santiago Luengo,darío y valentina me han dado un excelente servicio y súper atento en todo a detalle merece la pena un montón …,5,Hace un año,good
3883,3884,jhon fredy trujillo ortega,vine a ver el gym buscando un nuevo gum para mi y el servicio de valentina fue excelente y el gym se muy bien!,5,Hace un año,good
3884,3885,Yader Gutierrez,hola fue hablar con lucía es una linda persona y nos explicó todo súper bien es una chica súper maja,5,Hace un año,good
3885,3886,Maria Anelo,gracias a lucia por la paciencia y la rapidez en la ayuda prestada!! fue eficiente y más que amable!!!,5,Hace un año,good
3886,3887,Diegocaba,el gimnasio mas masificado que he conocido nunca tienes que ponerte la alarma hasta para coger las clases ya podrian dejar de admitir gente,1,Hace un año,bad
3887,3888,aviud eliseo suescun velandia,atendido por lucía muy atenta y dedicada a su trabajo mostró las instalaciones y dio explicaciones,4,Hace un año,good
3888,3889,Vlada R.,todo guay darío ha sido súper majo en explicarme todo y enseñarme las instalaciones antes de apuntarme,5,Hace un año,good
3889,3890,Adlane,jhon es la cabra de fitness,5,Hace un mes,good
3890,3891,Cristian Morales,gimnasio espectacular para ir a entrenar todas las máquinas y material nuevo y el trato del personal perfecto merece la pena,5,Hace 2 años,good
3891,3892,Yoni Suarez,la verdad que he quedado inpresionado con el gymnasio la verdad que esta muy bien lo recomiendo,5,Hace un año,good
3892,3893,Alberto Rodríguez García,un gimnasio muy bueno y un trato con el cliente excelente la monitora lucia es muy agradable y me resuelve todas mis dudas,5,Hace un año,good
3893,3894,Eduardo Perez,gym muy completo instalaciones limpias y el personal amable y siempre atento en especial mónica y darío el super duo son unos cracks,5,Hace un año,good
3894,3895,Marta Santos Pedro,me acabo de apuntar y dario de recepción ha sido muy amable mostrando todo el gimnasio y tiene un gran servicio!,5,Hace un año,good
3895,3896,Alejandro Veneros,muy buen gimnasio,5,Hace 2 meses,good
3896,3897,Antonio López Torres,que grandes instalaciones dario es un gran coach y el tour de mónica has sido genial super dúo!,5,Fecha de edición: Hace un año,good
3897,3898,Irene Arcos Córdoba,me gustó mucho el gimnasio y la atención de sebastián fue muy amable conmigo sin duda volveré,5,Hace un año,good
3898,3899,Eribert Leon,me encanta el gym mi sitio favorito de todos los días ! y lucia encantadora …,5,Hace un año,good
3899,3900,German A.,el servicio es increíble y personas como valentina te inspiran a ser constante en esta hermosa comunidad llamada fitness park,5,Hace un año,good
3900,3901,Rodrigo Oliveira,muy bueno el gym me encanta!,5,Hace 8 meses,good
3901,3902,Elian Ángel,un gym muy bien equipado y la chica de recepción lucia es súper maja y agradable,5,Hace un año,good
3902,3903,Jorge San Frutos,gimnasio acogedor excelente ubicación y con todas las máquinas necesarias me atendió juancho un chico muy amable y siempre dispuesto a ayudar,5,Hace 2 años,good
3903,3904,Sergio S,muy buena atención al cliente me atendió lucía que respondió muy bien a todas las preguntas que realice,5,Hace un año,good
3904,3905,Almu Varas,muy buena atención por parte de anaa!!,5,Hace 9 meses,good
3905,3906,Oscar Gutiérrez,excelente gimnasio y súper amables las personas del gimnasio,5,Hace 7 meses,good
3906,3907,Victor Aguirre,fatal demasiada gente hasta 3 personas esperando para poder usar máquinas independiente de la hora y día,1,Hace un año,bad
3907,3908,H P,mónica es encantadora siempre con una sonrisa toda la plantilla en general es muy atenta …,5,Hace un año,good
3908,3909,Sara Morales,fatal fatal y fatal el trato que me han dado pésima la gestión y el trato al cliente,1,Hace 9 meses,bad
3909,3910,daniel perezperez,instalaciones increíbles y tuvieron la cortesía de dejarme entrenar en un momento que necesitaba por necesidad trato humano y cercano,5,Hace un año,good
3910,3911,Javier Calvo Serrano,muy buen gimnasio sobre todo por monitores como juancho un lujazo la verdad un saludo,5,Hace un año,good
3911,3912,Jay Gutierrez,excelente host amigable sonriente muy atenta infraestructura del gym por encima de las expectativas,5,Hace un año,good
3912,3913,Maria Jose Parra,muy buena experiencia! me encanta este gym! muy buena atención de lucía,5,Hace un año,good
3913,3914,Ichi Celaya,lucia increible gracias por la atención y ser tan agradable…,5,Hace un año,good
3914,3915,YANIS MEL,atención terrible personal borde siempre muy lleno y como tengo esa obligación de quedarme un año una vez que aceptas la oferta ni siquiera puedo salirme de ahí pérdida de tiempo y dinero y las instalaciones dejan mucho que desear pero por supuesto cada quien puede decidir como gastar su dinero,1,Hace un año,bad
3915,3916,Adam Kheribich Chetoui,excelente el equipo de fitness park luci y el súper dúo darío y mónica ¡y el gimnasio es espectacular!,5,Hace un año,good
3916,3917,danieell_07,es muy bueno siempre estan intentando mejorar el lugar y du equipo,5,Hace un año,good
3917,3918,As_Balea,me encantó! muy buena atención de marcos …,5,Hace 10 meses,good
3918,3919,Rodrigo Sánchez Torres,gimnasio muy equipado y con muy buena atención al cliente un agradecimiento especial a lucía de recepción,5,Hace un año,good
3919,3920,pepe flores,muy buen trato por parte del personal de recepción llevo apuntado desde la apertura y muy contento con el centro,5,Hace un año,good
3920,3921,Almudena Castro,fui a pedir información para apuntarme y me dieron un trato genial conversación muy fluida y con buenas risas de por medio la joven con el pelo rojo es una máquina,5,Hace 3 años,good
3921,3922,Eduardo Rodríguez,el gym esta muy bien muchas maquinas y muy limpio lo unico malo es que no hay monitores en la sala atentos al orden de las pesas esta todo desorganizado y tirado por todos lados tienes que buscarte la vida para buscar pesas por todo el gym,3,Hace 2 años,good
3922,3923,Nil Villegas Ramirez,buen gimnasio buenas maquinas buen ambiente y excelente atención por parte de los trabajadores,5,Hace un año,good
3923,3924,Adri,después de tanto esperar por fin hemos podido disfrutar de las instalaciones y el trato del personal un buen gimnasio para todo tipo de entrenamiento,5,Hace 2 años,good
3924,3925,cindy jenifer maquin contreras,almudena fue muy linda al explicarme me encanta el gym muy completo recomendadisimo!!!,5,Hace un año,good
3925,3926,Carolina Echavarria,excelente atención! muy agradables las chicas de recepción súper resolutivas! el gimnasio es muy completo y la ambientación está genial,5,Hace un año,good
3926,3927,Mirian Cueva Cueva,super buen sitio para entrenar el servicio de la chica de recepción majisima muy recomendable,5,Hace un año,good
3927,3928,Raquel Castellón,hay demasiada gente no puedes coger clase nunca porque al minuto está lleno da igual a la hora que vayas no se puede ni estar es una vergüenza,1,Hace un año,bad
3928,3929,DAMELALUZ9 / zache,marcos el más majo servicial y agradable una persona de 10 y un gimnasio de 10!!!,5,Hace 10 meses,good
3929,3930,Santiago Aldair Salazar Acosta,me encanta este gimnasio súper buena onda en recepción siempre las maquinas muy buenas todas y de precio accesible para todos recomendado,5,Hace un año,good
3930,3931,María Mocha Aldaz,almudena fue muy encantadora y me enseñó el gym con determinación el sitio es espectacular,5,Hace un año,good
3931,3932,Amor Martínez Martínez,buen gimnasio buena relación calidad precio máquinas modernas y excelente servicio excelente trato mi nuevo gimnasio de confianza!!!,5,Hace 2 años,good
3932,3933,christopher essenwanger,todo muy bien luicía me atendio auper bien y aconsejo en varias cosas,5,Hace un año,good
3933,3934,Alba Peña,ana es la mejor me ayuda en todo lo que necesito más gente como ella !!!!!,5,Hace 9 meses,good
3934,3935,Maria Ruiz Corral,un lugar muy limpio y agradable las instalaciones limpias y lucía de recepción un amor súper agradable y simpática,5,Hace un año,good
3935,3936,Policarpo Manzanares López,me han atendido marcos y manuel super profesionales,5,Hace 9 meses,good
3936,3937,Esperanza Maola Bandje,súper buen gimnasio bien ubicado buenas instalaciones y su personal como lucia encantares,5,Hace un año,good
3937,3938,Samuel Martinez,servicio excelente almu super amable y energica ayudándonos en lo que necesitábamos,5,Hace un año,good
3938,3939,Andres Eduardo De Sousa,muy buena atención por parte del personal fue todo muy rápido claro y sencillo raquel fue muy amable y me dio toda la información que necesitaba,5,Hace 2 años,good
3939,3940,Fernando,confirmo la masificación de gente suelo ir a las 16 15 16 30h y da lo mismo está hasta arriba seguramente termine dándome de baja,1,Hace 2 años,bad
3940,3941,Mamadou Diaby,la verdad que un gran gimnasio muy limpio y lo mejor el personal todos muy amables y siempre te atienden con una sonrisa,5,Hace 2 años,good
3941,3942,Juan Gonzalez,excelente servicio,5,Hace 2 meses,good
3942,3943,Ismael Barrio Catalán,llevan retrasando la apertura y sin ser claros más de 6 meses para cobrar el dinero los primeros eso si para abrir o atenderte no tienen tiempo totalmente un timo,1,Hace 2 años,bad
3943,3944,Gloria Prieto,me encanta el gym las maquinarias son muy buenas y completas excelente servicio del súper dúo dario y mónica …,5,Hace un año,good
3944,3945,David Castro Yañez,lo que más me gusta del gym es su disponibilidad horaria lucía es la chica de recepción que me ha atendido y es un encanto,5,Hace un año,good
3945,3946,Jorge Colomer,lucía nos atendió genial muy buen gym,5,Hace un año,good
3946,3947,Criz SN,mereció la pena esperar tanto tiempo la maquinaria lo último del mercado y personal de 10 muchas gracias por el trato recibido por el equipo de ventas,5,Hace 2 años,good
3947,3948,Elena Rodrigo,buen trato de todos los empleados gente estupenda y muy profesional cualquier duda siempre están para ayudar!el mejor gym sin duda!,5,Hace 2 años,good
3948,3949,Daniel Gomez Leon,muy buenas instalaciones y gran atención por parte de lucia,5,Hace un año,good
3949,3950,laykiu hau,es una porquería de gym y ni te dejan darte de baja aunque el aforo sea una vergüenza estafadores darme de baja!!!!!,1,Hace 11 meses,bad
3950,3951,Carlos Ara,almudena sea ha portado genial! muy maja y ayuda un montón!,5,Hace un año,good
3951,3952,Mauricio D.,desde octubre continuó esperando primero la apertura sería en noviembre luego en febrero luego en marzo luego abril y ahora por último he llamado y me dicen que no creen pero puede que en julio o si no directamente en octubre es una total tomadura de pelo yo he llamado y pedido la devolución del dinero y la baja son unos estafadores totalmente,1,Fecha de edición: Hace 3 años,bad
3952,3953,Jordania de Cassia,valentina es una excelente colaboradora atenciosa y prestativa sobre el gimnasio en sí es demasiado lleno,5,Hace un año,good
3953,3954,WERTTA,gimnasio con máquinas muy buenas y a muy buem precio el personal estupendo la recepcionista mónica super profesional y muy agradable es un gusto ir a entrenar así …,5,Hace 2 años,good
3954,3955,Mateo Uchima fernandez,muy limpio el lugar excelente maquinaria y un diez la actitud y atención de mónica!,5,Hace un año,good
3955,3956,Javier Gimena Rodriguez,no os apuntéis como dicen en otros comentarios da igual que vayas a las 6 00 que a las 15 00 o a las 23 00 no hay sitio a veces ni taquillas,1,Hace 2 años,bad
3956,3957,Gabriel Gonzalez,personal muy profesional y atento en especial lucia que me ha ayudado un montón el mejor gimnasio de madrid,5,Hace un año,good
3957,3958,mica vanes,siempre lleno el aire no funciona bien no puede ser que con el calor que hace fuera se tenga que entrenar en estas condiciones es realmente desagradable,1,Hace un año,bad
3958,3959,Sofia Bressi,me gustan mucho las clases muy power recomiendo,5,Fecha de edición: Hace 3 semanas,good
3959,3960,Clàudia Sanchez,muy buen gimnasio y la atención el personal siempre han sido muy amables,5,Hace un año,good
3960,3961,Borja Gallego,muy buenas instalaciones y equipamiento de última generación el horario es muy amplio y el staff es muy educado y amable el mejor gym de madrid,5,Fecha de edición: Hace 2 años,good
3961,3962,erica Ruiz,atención muy bien mónica y lucía muy agradables y explican muy bien resuelven tus dudas,5,Hace un año,good
3962,3963,Edgar Viles,maquinas perfectas y en la recepcion muy amable almudena ojala repetir para volverla a ver,5,Hace un año,good
3963,3964,Santi posada perdomo,espectaculares como atienden como te reciben todo en en general lo recomiendo es una maravilla entrenar aquí da a gusto!!,5,Hace un año,good
3964,3965,Jesus Rafael Jimenez,excelente gym muy buen ambiente equipo muy resolutivo mil gracias a monica por ayudarme con la máquina de bebidas muy amable …,5,Hace 2 años,good
